commenter,date,comment,type,assigned,solution,done,notes
Hans Westerbeek,2022-10-11T16:09:56Z,re: my previous comment. I think that this conclusion can not yet be drawn at this moment. Why would this study yield a more realistic estimate than previous work?,,,,,
Hans Westerbeek,2022-10-11T16:10:28Z,I found this hard to follow. Consider rephrasing?,,,,,
Hans Westerbeek,2022-10-11T16:12:35Z,"Emphasize that these are the _thoeretical_ alternative pipelines. In practice, research fields have conventional, often-used measures, for example. This is also reflected in the observation that many of our analyst teams used f0.",,,,,
Hans Westerbeek,2022-10-11T16:13:29Z,Yes,,,,,
Hans Westerbeek,2022-10-11T16:15:36Z,"I think that the Westerbeek et al. reference fits here better than where it is now. Additionally I think that there are better references available to substantiate the claim made above (""peakers use referring expressions that are more specific than strictly necessary for the unambiguous identification of the intended referent"").Anyway, please keep the Westerbeek et al. reference in the paper :-)",,,,,
Hans Westerbeek,2022-10-11T16:16:50Z,"I feel that in this paragraph a lot of prior knowledge on linguistics and phonetics is assumed. This contrasts with the earlier sections on phonetics, which seem to assume that the topic is relatively new for the readership.I think this latter perspective is the most useful.",,,,,
Hans Westerbeek,2022-10-11T16:18:16Z,Would it be relevant to emphasize that this was not spontaneous/natural speech? Some of the referred work deliberately did not employ reading aloud as a data gathering method.,,,,,
Hans Westerbeek,2022-10-11T16:20:08Z,Agreed. Please explain more about this process. How were these 170 analysis deemed eligible?,,,,,
Hans Westerbeek,2022-10-11T16:20:38Z,"Agreed. Please consider more informative descriptive statistics, such as range and mode.",,,,,
Hans Westerbeek,2022-10-11T16:21:01Z,Agreed. My thought was to report range and mode.,,,,,
Hans Westerbeek,2022-10-11T16:21:52Z,Please change the word 'younger' into 'less experienced' or something like that. We are not describing the analysts' age here.In the results section you use the (better) term 'seniority'.,,,,,
Hans Westerbeek,2022-10-11T16:22:32Z,Maybe these sentences can be left out altogether.,,,,,
Hans Westerbeek,2022-10-11T16:23:28Z,Please refer to this table in the beginning of the paragraph instead of at the end.,,,,,
Hans Westerbeek,2022-10-11T16:24:40Z,Agreed. Please rephrase. Also consider adding decimals and other precision to this number (range? sd? mode?),,,,,
Hans Westerbeek,2022-10-11T16:25:22Z,Agreed.,,,,,
Hans Westerbeek,2022-10-11T16:26:27Z,"Please clarify whether you mean statistically significant (at p<.05?), and whether these effects pointed in same or opposite directions.",,,,,
Hans Westerbeek,2022-10-11T16:30:12Z,"These analyses are obviously, and for good reasons, aimed at uncovering variability and inconsistencies between analysis and analysts. However, one might take a critical stance and claim that there is too little attention for consistencies in the analyses and in the conclusions that different analysts have drawn. As an effect, these results seem to underappreciate this agreement (and also do not fully reflect some of the literature reviewed in the introduction).",,,,,
Hans Westerbeek,2022-10-11T16:30:59Z,"Why the ±? It is just a rounded 0.021, right?",,,,,
Hans Westerbeek,2022-10-11T16:34:27Z,What is 'compellingly'? Is it anything different from 'significantly' in the statistical sense?,,,,,
Hans Westerbeek,2022-10-11T16:40:05Z,Agreed.,,,,,
Hans Westerbeek,2022-10-11T16:42:35Z,"Agreed. This may well be an artefact of the research question the teams worked on. Note that this research question covered any possible acoustic measure, as it asked about _any_ acoustic modification of speech as a result oftypicality.",,,,,
Hans Westerbeek,2022-10-11T16:44:05Z,"Now that you mention it - I assumed I need to read the forest plot like a box plot, but I am not sure.",,,,,
Hans Westerbeek,2022-10-11T16:45:00Z,"Maybe rephrase, e.g.: ""Thirty teams analyzed the same speech data set...""",,,,,
Hans Westerbeek,2022-10-11T16:46:39Z,Good point. This phrasing also seems to underappreciate that in many fields (acoustic anlyses included) there are some standard/traditional/proven ways of working.,,,,,
Hans Westerbeek,2022-10-11T16:47:07Z,Can you more obviously link this to the aim of the current article?,,,,,
Hans Westerbeek,2022-10-11T16:47:42Z,"Consider using another verb, as this is somewhat vague.",,,,,
Hans Westerbeek,2022-10-11T16:49:17Z,"How can one estimate a negative duration for a vowel? Maybe this is obvious to others, but I need some explanation ...",,,,,
Hans Westerbeek,2022-10-11T16:52:44Z,"Agreed. In the light of the replication crisis, it seems very relevant to note that participating in this analysis may* have changed researchers' confirmation biases etc.(* may ... so please save this for the discussion.)",,,,,
Hans Westerbeek,2022-10-11T16:53:52Z,Isn't this testable with the current data? We did indicate whether we'd expect an effect before we saw the data.,,,,,
Hans Westerbeek,2022-10-11T16:55:23Z,"My personal experience is that this is the case, but I wouldn't go as far as calling it _common practice_ to test _as many models as possible_.",,,,,
Hans Westerbeek,2022-10-11T16:56:58Z,Maybe it's relevant to mention whether teams did this.(I know of at least one team ...),,,,,
Hans Westerbeek,2022-10-11T16:59:10Z,Agreed,,,,,
Hans Westerbeek,2022-10-11T17:00:39Z,Yes! There was very little at stake for the participating teams in my opinion.,,,,,
Hans Westerbeek,2022-10-11T17:03:19Z,"Maybe providing more details on the variation between teams could somewhat counter this caveat, for example the different affiliations, of maybe there is some more data available on experience with specific (acoustic) analyses. I cannot remember the entire prior questionnaire, but I feelt here are some opportunities there to emphasize the (valuable) variation in the sample.",,,,,
Hans Westerbeek,2022-10-11T17:29:17Z,I cannot recall being forced to choose one analysis.,,,,,
Jalal Al-Tamimi,2022-09-30T07:33:33Z,"Here and above, I agree with Paul's comments. You need to add the field (speech analyses or not).",,,,,
Jalal Al-Tamimi,2022-09-30T07:33:59Z,delete?,,,,,
Jalal Al-Tamimi,2022-09-30T07:44:30Z,"although well-known, I suggest adding (f0) after this.",,,,,
Jalal Al-Tamimi,2022-09-30T07:45:43Z,analytic or analytical?,,,,,
Jalal Al-Tamimi,2022-09-30T07:47:37Z,the said?,,,,,
Jalal Al-Tamimi,2022-09-30T07:50:13Z,"why only suprasegmental? I'd suggest adding segmental and suprasegmental, even though the former can be part of the latter.",,,,,
Jalal Al-Tamimi,2022-09-30T07:54:27Z,as before analytic or analytical?,,,,,
Jalal Al-Tamimi,2022-09-30T07:54:51Z,the said?,,,,,
Jalal Al-Tamimi,2022-09-30T07:59:15Z,the research question,,,,,
Jalal Al-Tamimi,2022-09-30T08:05:34Z,"Completely agree here. The same with our team: we decided to explore the data rather than getting a fixed idea. This exploration was necessary so that not to assume there is only one cue that can respond to the research question. of course, this is likely to have increased our degrees of freedom (and the variability in what we did), but we decided to then use exploratory statistical techniques to guide our interpretation of the results.I think we are not the only ones doing this and this is likely to have increase the degrees of freedom and variability. Was this added somewhere in the manuscript/analytical framework?",,,,,
Jalal Al-Tamimi,2022-09-30T08:12:59Z,"above you said ""critical predictors"" but here ""critical predictor"". Make sure to add details related to what you have done in the case of multiple critical predictors? Was the top one chosen in this step?",,,,,
Jalal Al-Tamimi,2022-09-30T08:13:47Z,why intercept only? I suppose there was a model comparison approach here (haven't checked your code). random slopes seem to be necessary here to take into account the inherent variability between teams.,,,,,
Jalal Al-Tamimi,2022-09-30T08:18:03Z,aren't these conceptually different from the former group? these are applied on some of the former group to get a specific type of derived measure. Simply clarify this point.,,,,,
Jalal Al-Tamimi,2022-09-30T08:31:31Z,"just a minor note: Gelman et al (2008; two references) highlighted the need to scale numeric predictors by dividing by 2 SD rather than 1SD when having both numeric and categorical predictors, especially in a Bayesian approach. See references below:1) http://www.stat.columbia.edu/~gelman/research/published/standardizing7.pdf2) https://projecteuclid.org/journals/annals-of-applied-statistics/volume-2/issue-4/A-weakly-informative-default-prior-distribution-for-logistic-and-other/10.1214/08-AOAS191.full",,,,,
Jalal Al-Tamimi,2022-09-30T08:33:08Z,"was this the same for any analyst who did not respond to the main research question?Also, I think this needs to be quantified/explained (possibly later on?)",,,,,
Jalal Al-Tamimi,2022-09-30T08:35:59Z,"agreed. I suppose this was related to the points you highlight above just before phase 5? This needs to be clearer. Also, is this information added somewhere? i.e., which team was included/excluded?Finally, are only those from the 30 teams included in the final authorship or all 46?",,,,,
Jalal Al-Tamimi,2022-09-30T08:36:50Z,"but if the summary is from the 46, how can one then look at the results from the 30 chosen teams?",,,,,
Jalal Al-Tamimi,2022-09-30T08:49:49Z,"OK, this answers what I added above on random slopes",,,,,
Jalal Al-Tamimi,2022-09-30T08:52:06Z,46 but then 30 to be included in the meta analysis,,,,,
Jalal Al-Tamimi,2022-09-30T10:18:41Z,"does this mean if it was not possible to extract an effect size, the analyses were dropped? Wouldn't this happen for any exploratory data analyses?",,,,,
Jalal Al-Tamimi,2022-10-11T14:50:20Z,"Indeed. One issue that remains unclear is which other reasons were used to exclude some analyses, and why this were the case. I think clearer motivations are needed for excluding specific analyses if they actually answered the research question. This mimics what others have identified in this thread.",,,,,
Jalal Al-Tamimi,2022-10-11T16:59:01Z,"But this would mean the work by the other 16 teams for data analyses and review process is lost! I think a clearer rationale for why these were excluded, with specific criteria is needed.",,,,,
Jane Wottawa,2022-10-11T11:47:05Z,delete space,,,,,
Jane Wottawa,2022-10-11T11:47:07Z,delete space,,,,,
Jane Wottawa,2022-10-11T11:47:47Z,delete space,,,,,
Jane Wottawa,2022-10-11T11:48:13Z,delete space,,,,,
Jane Wottawa,2022-10-11T11:48:35Z,delete space,,,,,
Jane Wottawa,2022-10-11T11:49:32Z,Agreed,,,,,
Jane Wottawa,2022-10-11T11:50:14Z,30 above - which is it?,,,,,
Jane Wottawa,2022-10-11T11:50:53Z,Agreed,,,,,
Jane Wottawa,2022-10-11T11:53:02Z,Agreed,,,,,
Jane Wottawa,2022-10-11T11:55:45Z,I think elaborating on what kind of RQ leads to different conclusions in the next sentence would be helpful to clarify this sentence.,,,,,
Jane Wottawa,2022-10-11T11:57:15Z,"remove article ""the""",,,,,
Jane Wottawa,2022-10-11T11:57:49Z,"remove article ""the""",,,,,
Jane Wottawa,2022-10-11T11:58:20Z,Social Sciences,,,,,
Jane Wottawa,2022-10-11T11:58:50Z,discussing,,,,,
Jane Wottawa,2022-10-11T11:59:25Z,"as well as (you have an ""and"" right before)",,,,,
Jane Wottawa,2022-10-11T12:01:06Z,"""or"" includes ""and"" - allows for better expression and that in a vast variety of languages",,,,,
Jane Wottawa,2022-10-11T12:13:52Z,"as well as - ""and"" just after the next comma",,,,,
Jane Wottawa,2022-10-11T12:14:08Z,"remove article ""the""",,,,,
Jane Wottawa,2022-10-11T12:14:17Z,Speech Sciences,,,,,
Jane Wottawa,2022-10-11T12:15:16Z,"I agree with ""assess""",,,,,
Jane Wottawa,2022-10-11T12:15:45Z,Agreed,,,,,
Jane Wottawa,2022-10-11T12:18:42Z,"""it"" refers to what concretely? It would put ""them"" because of ""two intensions"" and ""their physical manifestation""",,,,,
Jane Wottawa,2022-10-11T12:19:31Z,is confronted to,,,,,
Jane Wottawa,2022-10-11T12:20:05Z,of parameter clusters,,,,,
Jane Wottawa,2022-10-11T12:21:04Z,context of surrounding sounds,,,,,
Jane Wottawa,2022-10-11T12:22:43Z,"rather ""and""",,,,,
Jane Wottawa,2022-10-11T12:22:57Z,delete space,,,,,
Jane Wottawa,2022-10-11T12:23:12Z,delete space,,,,,
Jane Wottawa,2022-10-11T12:23:40Z,using,,,,,
Jane Wottawa,2022-10-11T12:27:44Z,"I would not end with a series of do-we-questions but rather: Several choices have to be made such as what segments are investigated: utterance-wide acoustic profiles, whole words, or stressed syllables? The selection of time points: averages across a chosen time domain or a specific time point. etc.",,,,,
Jane Wottawa,2022-10-11T12:29:15Z,Agreed,,,,,
Jane Wottawa,2022-10-11T12:30:29Z,"same as above about ""or""",,,,,
Jane Wottawa,2022-10-11T12:31:57Z,Language Science,,,,,
Jane Wottawa,2022-10-11T12:32:48Z,delete space,,,,,
Jane Wottawa,2022-10-11T12:34:27Z,BOTH a yellow [...] green banana ARE available.,,,,,
Jane Wottawa,2022-10-11T12:34:53Z,delete these words - very oral language,,,,,
Jane Wottawa,2022-10-11T12:35:28Z,delete space,,,,,
Jane Wottawa,2022-10-11T12:38:08Z,Recent findings suggest that the utility of referring expressions depends on preferences of the listener,,,,,
Jane Wottawa,2022-10-11T12:38:37Z,delete space,,,,,
Jane Wottawa,2022-10-11T12:39:04Z,delete space,,,,,
Jane Wottawa,2022-10-11T12:39:59Z,"I would use another verb as ""signal"" is close to ""acoustic signal"" - maybe ""hint""",,,,,
Jane Wottawa,2022-10-11T12:40:36Z,everywhere else present tense,,,,,
Jane Wottawa,2022-10-11T12:40:48Z,delete space,,,,,
Jane Wottawa,2022-10-11T12:43:03Z,"No need for capital letters on color words gelbe Zitrone, rote Gurke, rote Socken",,,,,
Jane Wottawa,2022-10-11T12:44:17Z,Participants,,,,,
Jane Wottawa,2022-10-11T12:48:39Z,delete space,,,,,
Jane Wottawa,2022-10-11T12:49:21Z,marks one of several elements,,,,,
Jane Wottawa,2022-10-11T12:50:03Z,objects of the competitor and target,,,,,
Jane Wottawa,2022-10-11T12:51:09Z,"harmonize for strategies either ""we call it"" or ""(condition, XX)""",,,,,
Jane Wottawa,2022-10-11T12:53:15Z,"Earlier in the text, 29 are mentioned",,,,,
Jane Wottawa,2022-10-11T12:56:49Z,small teams,,,,,
Jane Wottawa,2022-10-11T12:59:29Z,"Data - no ""the""",,,,,
Jane Wottawa,2022-10-11T13:02:37Z,"no need for ""then"" as ""after submitting the review"" already indicates a step forward in time",,,,,
Jane Wottawa,2022-10-11T13:05:03Z,"very good, use this instead of the do-we-questions earlier",,,,,
Jane Wottawa,2022-10-11T13:05:51Z,each analysis team represents a group,,,,,
Jane Wottawa,2022-10-11T13:06:15Z,link section,,,,,
Jane Wottawa,2022-10-11T13:07:15Z,which,,,,,
Jane Wottawa,2022-10-11T13:12:59Z,italic,,,,,
Jane Wottawa,2022-10-11T13:13:08Z,italic,,,,,
Jane Wottawa,2022-10-11T13:15:22Z,is included ?,,,,,
Jane Wottawa,2022-10-11T13:18:06Z,follow the research protocol,,,,,
Jane Wottawa,2022-10-11T13:19:20Z,"Furthermore, all analyses not answering the primary research question clearly were excluded.",,,,,
Jane Wottawa,2022-10-11T13:20:15Z,😃,,,,,
Jane Wottawa,2022-10-11T13:22:02Z,Only analyses,,,,,
Jane Wottawa,2022-10-11T13:34:35Z,",on one hand, an...",,,,,
Jane Wottawa,2022-10-11T13:34:49Z,"If,",,,,,
Jane Wottawa,2022-10-11T13:38:55Z,"Overall, the article lacks some description about marking focus in German (second vowel in banana - why?)",,,,,
Jane Wottawa,2022-10-11T13:40:17Z,highly variable,,,,,
Jane Wottawa,2022-10-11T13:40:30Z,for,,,,,
Jane Wottawa,2022-10-11T13:40:53Z,involving,,,,,
Jane Wottawa,2022-10-11T13:41:29Z,delete space,,,,,
Jane Wottawa,2022-10-11T13:43:53Z,highly depend,,,,,
Jane Wottawa,2022-10-11T13:45:01Z,"the nature of measurements, the applied measuring methods, and...",,,,,
Jane Wottawa,2022-10-11T13:45:45Z,Firstly,,,,,
Jane Wottawa,2022-10-11T13:46:13Z,"""or"" automatically includes the idea of ""and""",,,,,
Jane Wottawa,2022-10-11T13:46:43Z,Secondly,,,,,
Jane Wottawa,2022-10-11T13:52:53Z,Secondly,,,,,
Jane Wottawa,2022-10-11T13:53:55Z,thirdly,,,,,
Jane Wottawa,2022-10-11T13:55:15Z,; which,,,,,
Jane Wottawa,2022-10-11T13:57:55Z,recall the number here,,,,,
Jane Wottawa,2022-10-11T13:58:14Z,"delete ""the""",,,,,
Jane Wottawa,2022-10-11T13:59:04Z,"delete ""th""",,,,,
Jane Wottawa,2022-10-11T13:59:04Z,"delete ""th""",,,,,
Jane Wottawa,2022-10-11T13:59:53Z,redundant,,,,,
Jane Wottawa,2022-10-11T14:00:34Z,"better put in a number - ""many"" ranges from 5 to infinity",,,,,
Jane Wottawa,2022-10-11T14:02:11Z,you said before that between-model variation was more important. Maybe you should highlight this finding here again.,,,,,
Jane Wottawa,2022-10-11T14:02:41Z,on teams',,,,,
Jane Wottawa,2022-10-11T14:03:49Z,measurement choices and methods of the speech signal,,,,,
Jane Wottawa,2022-10-11T14:04:22Z,This result,,,,,
Jane Wottawa,2022-10-11T14:04:50Z,a,,,,,
Jane Wottawa,2022-10-11T14:06:30Z,It was a pleasure to take part in this adventure!,,,,,
Jen Hay,2022-09-28T04:08:17Z,a bit redundant. I'd go for  'The following sentence' or 'the sentence in (1)',,,,,
Jen Hay,2022-09-28T04:11:10Z,generate,,,,,
Jen Hay,2022-09-28T04:14:54Z,number,,,,,
Jen Hay,2022-09-28T04:17:46Z,"be more specific about the level of alignment?  (this could mean aligned to each utterance, each word, or each phoneme,)",,,,,
Jen Hay,2022-09-28T04:21:33Z,"(comment only, not necessarily editorial input:  our team purposely decided to work on something that others were unlikely to (the determiner), on the basis that we might find something fun and interesting that is likely to be missed by other teams.  That is, we thought other teams would likely have the more obvious targets well covered.  I wonder how much this type of instinct is actually inflating the variability you're finding.  I.e. if it was *just us* doing the study, we would have been less likely to go so rogue :-)",,,,,
Jen Hay,2022-09-28T04:27:56Z,"i'm quite sure you don't want to do any more analysis, but it seems like 'word', 'segment' and 'syllable' are inherently variable categories, since there's quite a range of possible segments, syllables or words that could have been targeted!  whereas 'phrase' or 'sentence' are probably more uniform categories.  Perhaps just some comment on this would help make this clear.",,,,,
Jen Hay,2022-09-28T04:30:21Z,I kind of wonder whether a max might also have been interesting - teams with and without a very experienced person?  (sorry - my comments are falling into the can't-do-anything-about-this-now category!).,,,,,
Jen Hay,2022-09-28T04:31:55Z,report how many of these there were?,,,,,
Jen Hay,2022-09-28T04:32:06Z,again - how many ?,,,,,
Jen Hay,2022-09-28T04:35:12Z,is this the overal max?  Or the maximum team mean?  (it's a bit ambiguous),,,,,
Jen Hay,2022-09-28T04:38:47Z,"some information about how this was presented in the original data ? I.e it pre-codes a categorial variable, encouraging this use. If it had been presented as continuous in the main dataset, probably not many people would have then turned it into 2 categories)",,,,,
Jen Hay,2022-09-28T04:39:20Z,"yes, strategy for alignment is likely to play an important role.",,,,,
Jen Hay,2022-09-28T04:40:00Z,"and, indeed, the same settings in praat, and procedure for extraction?",,,,,
Jen Hay,2022-09-28T04:42:01Z,ignored,,,,,
Jen Hay,2022-09-28T04:44:27Z,"reorder ""we did not take into account in our preregistration that...""",,,,,
Jen Hay,2022-09-28T04:45:36Z,"'and'  (i.e. i'd either do 'both x and y', or 'x along with y')",,,,,
Jen Hay,2022-09-28T04:50:45Z,"why refer to formants here, rather than duration, which seem to be higher still?",,,,,
Jen Hay,2022-09-28T04:55:09Z,"I find this very hard to interpret given that we know that this combines formants, duration, f0 and intensity.  if just one of these was a real effect, the plot would still look pretty much like this, right?  Can we colour code the individual models into these four categories maybe?  Then people could see visually whether they're equally distributed across this distribution, or whether the ones to the right tend to be particular types of models?",,,,,
Jen Hay,2022-09-28T04:57:16Z,"are there any combinations of A+B that have enough models that we can say anything about the interaction here?  It would be really interesting, for example, if duration-of-word looked reliably different than duration-of-sentence etc.  Or is the cross-tabulation so sparse that nothing sensible can be said?",,,,,
Jen Hay,2022-09-28T05:02:14Z,"the results section feels a bit unsatisfying, but maybe that's the nature of the beast.  It would be lovely to see some section of the data allowing the statement that even when analysts choose to look at *approximately* the same thing (same acoustic feature, same domain), they still end up with variable conclusions (or not!).   If there is a real effect, it's presumably not *everywhere*, so given the degree of analyst freedom in where they look, there's bound to be a lot of variability in the results.  That's not inherently problematic (I don't think? as long as people report what they look at)  But if they ask exactly the same question (e.g. is the pitch of the noun higher in X condition) and still get different answers, that feels more concerning to me.  It would be nice if the results could be reported in enough granularity to disentangle this!",,,,,
Jen Hay,2022-09-28T05:04:18Z,"Of course - maybe the variability in 'what to look at' was so big that comparisons of 'similar' analyses can't be done.  In that case, the news is really in all the different decisions that were made about what exact question to ask, rather than in the variability of the answers.   The fact that people found different answers when asking different questions isn't that surprising and doesn't need backing up with too much fancy stats, right?",,,,,
Jen Hay,2022-09-28T05:05:28Z,"Perhaps note that this is a 'general' research question, which researchers had to make more specific themselves.  The range of specific research questions asked thereafter therefore varied.",,,,,
Jen Hay,2022-09-28T05:10:11Z,"again, can we do this for strictly comparable sets?  E.g. limiting to the duration of the second vowel (rather than some other segment, or consonant, or other word?)  choosing a popular analysis or two (to the extent that there is one) would be useful.    To the extent that there isn't one, that's also newsworthy!",,,,,
Jen Hay,2022-09-28T05:11:32Z,"yeah but is our estimate of 'segment duration' variability even coming from just estimates of vowels, or is there other stuff thrown in there too??",,,,,
Jen Hay,2022-09-28T05:13:41Z,"also matters which word, right?  can this get more specific?  (or if it cant, can we remind readers in the text that the particular segments and words here might be quite a varied set?",,,,,
Jen Hay,2022-09-28T05:14:16Z,formants seem conspicuously absent.  include a comment on why.,,,,,
Jen Hay,2022-09-28T05:16:45Z,"sceptical of the use of this word here, since we're dealing with a phenomenon that - if it exists - resides in some domains and not others.  So if some decisions reveal an effect and some don't, is this definitely bias, or is this just some decisions landing in the right place?",,,,,
Jen Hay,2022-09-28T05:19:41Z,our team did! :-),,,,,
Jen Hay,2022-09-28T05:21:59Z,I think my discomfort on reading some of this comes from the idea that the effect of typicality on speech is 'an effect' (rather than many potential effects).  maybe getting rid of the word effect here would help.  'For or against a general theoretical prediction'  or something.,,,,,
Jen Hay,2022-09-28T05:25:34Z,"this is consistent with an interpretation that there is a real effect in one domain, right, and that teams systematically tested multiple domains.  (the wording research question actually requires multiple acoustic features and domains to be looked at to provide a comprehensive answer ""Do speakers acoustically modify utterances to signal atypical word combinations?""You can't provide a 'no' answer to that by only looking at, eg, pitch, so in the wording of the question you've invited researchers to do many analyses, not one.",,,,,
Jen Hay,2022-09-28T05:26:52Z,"Surely we shouldn't imply that people shouldn't do multiple analyses when exploring an open question such as this.  Rather, that they should take into account the fact that multiple analyses have been done in interpreting the overall results? (and report all the analyses that they have done)",,,,,
Jen Hay,2022-09-28T05:28:45Z,This,,,,,
Jen Hay,2022-09-28T05:31:30Z,"but this paper hasn't done that, right? though it would be cool if it could!  the 'effects' looked at here are diverse, so a consensual estimate of their size as if they are one effect doesn't make too much sense. It would be awesome if there are enough somewhat similar analyses (in terms of domain+acoustic feature) to see if a consensual estimated effect could be created from this data for a particular effect.",,,,,
Jen Hay,2022-09-28T05:34:17Z,"as revealed by some of my comments above, I think this is pretty key.  So one more overt recommendation should be to be much more precise about the wordings of research questions!",,,,,
Jen Hay,2022-09-28T05:35:29Z,"we don't need the word 'possibly' here - this is definite right?  If the question was 'Are nouns higher pitch when in atypical word combinations', or somesuch, there would have been much less variability!!!",,,,,
Jen Hay,2022-09-28T05:36:33Z,agreed - I don't actually understand what is being said here.,,,,,
Jen Hay,2022-09-28T05:42:00Z,"this is so cool.  thanks for all your work on this.  have commented above as if I'm a reviewer - hopefully helping to anticipate what migt be coming!  I think the current draft implies a bit too much that the degree of variability seen here is generalizable (there's a set of specific circumstances that vastly expanded it, I think, not least the underspecification of the research question).  It also feels like it doesn't quite do the richness of the dataset justice.  IS there some systematically found effect in any pocket of the data (vowel duration?  word pitch? etc)  We can't tell from the current analysis because of the separation of domain and acoustic-feature.  But of course these work together.    Maybe a table that shows the cross-tabulation of the 'features' and the 'domains' would be helpful?  Especially if it shows that there's no well-populated cell where more could be done.I also wanted to see more specificity in terms of 'segments' and 'words'.   Even an analysis of variability in terms of  'segment duration' doesn't feel super coherent if teams are looking at different segments.",,,,,
Jen Hay,2022-10-03T20:09:11Z,"the materials and question were well defined (and preregistered!) by the time teams got involved - there was no sense that interrogating the methodology at that point was something we could/should do.  Our team certainly discussed various problems/drawbacks of the data and the question, and wondered whether some of these were purposely there to see how people dealt with them. We definitely didn't consider that raising concerns with you was a desired path.   So yes - something that asked teams at the beginning about the suitability of the question could be a useful future addition.",,,,,
Jen Hay,2022-10-03T20:15:33Z,"I also note that our team did our own preregistration which included a more specified question, which I guess reflects the fact that we thought there was room for much more specificity in the overall question!",,,,,
Jen Hay,2022-10-03T20:24:19Z,"My own view (and I sense I may be in the minority here!) is that precisely because the audience isn't phoneticians, we need be very explicit with them that there are different things being measured here, and there might be a 'real' effect in one and not the other, hence the variability.  Otherwise they may misinterpret what's going on.  For a non-expert reading, it looks like people have provided different answers to the same specific question, but really what has happened (I think?) is that they have attempted to answer many different questions.  Explicitly disentangling these two (by focussing on a set of analysis that is the same domain, or by showing that there is no such set), would add precision/strength to the overall claim, for any audience.",,,,,
Jen Hay,2022-10-03T20:34:20Z,"I feel in some ways like you can't do one without the other! If you don't look at comparable phonetic analyses, then you can't pinpoint the source of the variability, which dilutes the whole argument. Maybe the whole effect is people interpreting the question differently - ie effects stemming from A in your figure 1, and none of it is from different measurement decisions (C).  If this is the case, then the point could be made by simply showing the variability in the interpretation of the question, and all the fancy analysis showing there is variability in the results follows extremely obviously from that.   But maybe there are also differences even when the variability in A is controlled, which is different.   Since you separate out these steps in the figure, some disentanglement seems like it would make the paper much more impactful.",,,,,
Jen Hay,2022-10-10T19:43:13Z,Agree with this and - as mentioned in another comment - our team was definitely playing an 'anti-coordination' game!,,,,,
Joseph Casillas,2022-09-27T17:58:15Z,"Hi Paul. I just double checked. The rogue spaces are from the lack of references. Super annoying, but as you mention above, the PDF version should be good to go. Thanks for mentioning it in a comment.",,,,,
Joseph Casillas,2022-09-29T12:32:11Z,"Thanks for this comment, Simon. Could you provide a few references, if you know of any?",,,,,
Joseph Casillas,2022-10-05T05:51:57Z,Great stuff. Thank you.,,,,,
Joseph Casillas,2022-10-11T17:59:02Z,"Much better, @Christina Bjorndahl! :)",,,,,
Justin Lo,2022-10-03T19:39:17Z,"Similar to comment further down, saying 30 here seems a bit misleading. 46 teams received access, but only analysis from 30 teams was included.",,,,,
Justin Lo,2022-10-03T19:41:31Z,analysts',,,,,
Justin Lo,2022-10-03T19:42:34Z,analysis teams,,,,,
Justin Lo,2022-10-03T19:45:15Z,analysis?,,,,,
Justin Lo,2022-10-03T20:07:12Z,"Also echoing Jen's comment here, in the sense that I was aware the approach we took would be uncommon and add to the variability, even though that wasn't why we settled on it. I probably would have been less likely to go into this direction if doing this on our own, but the backdrop of this project gave licence to experimenting with something fun and interesting within its confines.",,,,,
